song_title,chord_progression,chord_list,num_unique
Where Is My Love,Fm Fmalter#5 Fm7 B-/D Bdim Dm/A A-m6 G9alter#3 G13 G7alter#5 Fm9 B-9add#11 Bm9 E9add#11 AM9 E-m11 A-13 A-7alter#5 D-M9 D-6 D-maj7 D-6 F#m9 B9add#11 Cm9 F9add#11 B-M9 Em11 A13 DM9 D6 Dmaj7 D6 Gm9 C9 C7addb9 C7 Fmaj7 E-6 Dm7 F#/o7 B7alter#5addb9 Em9 C#m7 F#13 Em9 A9add#11 B-m9 E-9add#11 A-M9 Dm11 G13 G7alter#5 B-13 A A9 D/o7 G7alter#5 G9alter#3 C A13alterb9 D7add#9 G13alterb9 G-13 Fm9 F#m9 G13 A-13 AM13 B-9add#11 Bm9 Cm9 Bm9 E13alter#11 A6add9 E-m11 A-13 D-M9 D-6 D-maj7 D-6 F#m9 Gm9 A-13 A13 B-13 B Cm9 C#m9 Cm9 F9add#11 B-maj7 A13alter#3 E-7add#9 DM9,"['Fm', 'Fmalter#5', 'Fm7', 'B-/D', 'Bdim', 'Dm/A', 'A-m6', 'G9alter#3', 'G13', 'G7alter#5', 'Fm9', 'B-9add#11', 'Bm9', 'E9add#11', 'AM9', 'E-m11', 'A-13', 'A-7alter#5', 'D-M9', 'D-6', 'D-maj7', 'D-6', 'F#m9', 'B9add#11', 'Cm9', 'F9add#11', 'B-M9', 'Em11', 'A13', 'DM9', 'D6', 'Dmaj7', 'D6', 'Gm9', 'C9', 'C7addb9', 'C7', 'Fmaj7', 'E-6', 'Dm7', 'F#/o7', 'B7alter#5addb9', 'Em9', 'C#m7', 'F#13', 'Em9', 'A9add#11', 'B-m9', 'E-9add#11', 'A-M9', 'Dm11', 'G13', 'G7alter#5', 'B-13', 'A', 'A9', 'D/o7', 'G7alter#5', 'G9alter#3', 'C', 'A13alterb9', 'D7add#9', 'G13alterb9', 'G-13', 'Fm9', 'F#m9', 'G13', 'A-13', 'AM13', 'B-9add#11', 'Bm9', 'Cm9', 'Bm9', 'E13alter#11', 'A6add9', 'E-m11', 'A-13', 'D-M9', 'D-6', 'D-maj7', 'D-6', 'F#m9', 'Gm9', 'A-13', 'A13', 'B-13', 'B', 'Cm9', 'C#m9', 'Cm9', 'F9add#11', 'B-maj7', 'A13alter#3', 'E-7add#9', 'DM9']",65
Where Or When,C6 G B-6 C/A Cmaj7 F6 D#6 F/D F6 D#6 Dm7 B-7 Am7 Dm7 G9 C6 Gmaj7/Balter#5 B-6 C/A Cmaj7 F6 D#6 F/D F6 D#6 Dm7 B-7 Am7 Dm7 G9 Am7 Dm7 Bm7 E7alter#5 Am7 Dm7 D9 Dm7 G#9 Dm7 G9 C6 Gmaj7/Balter#5 B-6 C/A Cmaj7 C9alter#5 Fmaj7 A7 Dm7 A7 Dm7 G9 C6add9 Am7 Dm7 G9,"['C6', 'G', 'B-6', 'C/A', 'Cmaj7', 'F6', 'D#6', 'F/D', 'F6', 'D#6', 'Dm7', 'B-7', 'Am7', 'Dm7', 'G9', 'C6', 'Gmaj7/Balter#5', 'B-6', 'C/A', 'Cmaj7', 'F6', 'D#6', 'F/D', 'F6', 'D#6', 'Dm7', 'B-7', 'Am7', 'Dm7', 'G9', 'Am7', 'Dm7', 'Bm7', 'E7alter#5', 'Am7', 'Dm7', 'D9', 'Dm7', 'G#9', 'Dm7', 'G9', 'C6', 'Gmaj7/Balter#5', 'B-6', 'C/A', 'Cmaj7', 'C9alter#5', 'Fmaj7', 'A7', 'Dm7', 'A7', 'Dm7', 'G9', 'C6add9', 'Am7', 'Dm7', 'G9']",21
Wherever There's Love (There's You And I),D B-7 Em7 A9 D Ddim Em7 A7 D Ddim Em7 A7 D Ddim Em7 A7 Em Em7 Em9 A-/o7 Dm E7 E7alter#5 Em7 A-7 A7 Dm7 G7 Dm7 G7 C E7 Em7 A9 Dm7 Dm7/G Cmaj7 Em A7 Am7 D7 G7 Em7 A7 Dm7 G7 Dm7 G7 C E7 Em7 A9 Dm Dm7/G Cmaj7 Em7 A7 Am7 G7 C B-m7 E-7 A- Adim B-m7 E-9 A- Cm7 Bm7 B-m7 E-7 A- Cm7/G Fm D/o7 G7 Dm7/G G7 Em7 A7 Dm7 G7 Dm7 G7 C E7 Em7 A9 Dm7 G7 Cmaj7 Em7 A7 D7 G7 C Em7 A7,"['D', 'B-7', 'Em7', 'A9', 'D', 'Ddim', 'Em7', 'A7', 'D', 'Ddim', 'Em7', 'A7', 'D', 'Ddim', 'Em7', 'A7', 'Em', 'Em7', 'Em9', 'A-/o7', 'Dm', 'E7', 'E7alter#5', 'Em7', 'A-7', 'A7', 'Dm7', 'G7', 'Dm7', 'G7', 'C', 'E7', 'Em7', 'A9', 'Dm7', 'Dm7/G', 'Cmaj7', 'Em', 'A7', 'Am7', 'D7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'Dm7', 'G7', 'C', 'E7', 'Em7', 'A9', 'Dm', 'Dm7/G', 'Cmaj7', 'Em7', 'A7', 'Am7', 'G7', 'C', 'B-m7', 'E-7', 'A-', 'Adim', 'B-m7', 'E-9', 'A-', 'Cm7', 'Bm7', 'B-m7', 'E-7', 'A-', 'Cm7/G', 'Fm', 'D/o7', 'G7', 'Dm7/G', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'Dm7', 'G7', 'C', 'E7', 'Em7', 'A9', 'Dm7', 'G7', 'Cmaj7', 'Em7', 'A7', 'D7', 'G7', 'C', 'Em7', 'A7']",30
"Which Way You Goin', Billy",G Am D D/C# Bm D/A G Am D G Am D Em C Em D C G C G C G C G D C G C G C G C G A-dim A- B-m E- A- B-m E- E-/D Cm E-/B- A- B-m E- Fm C# Fm E- C# A- C# A- C# A- C# A- E- C# A- C# A- C# A- C# A- E- C# A- C# A- C# A- C# A-,"['G', 'Am', 'D', 'D/C#', 'Bm', 'D/A', 'G', 'Am', 'D', 'G', 'Am', 'D', 'Em', 'C', 'Em', 'D', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'D', 'C', 'G', 'C', 'G', 'C', 'G', 'C', 'G', 'A-dim', 'A-', 'B-m', 'E-', 'A-', 'B-m', 'E-', 'E-/D', 'Cm', 'E-/B-', 'A-', 'B-m', 'E-', 'Fm', 'C#', 'Fm', 'E-', 'C#', 'A-', 'C#', 'A-', 'C#', 'A-', 'C#', 'A-', 'E-', 'C#', 'A-', 'C#', 'A-', 'C#', 'A-', 'C#', 'A-', 'E-', 'C#', 'A-', 'C#', 'A-', 'C#', 'A-', 'C#', 'A-']",17
While We're Young,C Am7 Dm7 G7 G7addb9 C Fm6 C6 G7 C Dm7 Dm9 G13 G13alterb9 C Dm7 Dm7/C B/o7 E7 Am Am6 Am Am7 Am Am/G F#/o7 F6 Dm7 G13 G13alterb9 Am Gm7 C7 F B-9 C Am7 Dm7 G7 G7addb9 C Fm6 C6,"['C', 'Am7', 'Dm7', 'G7', 'G7addb9', 'C', 'Fm6', 'C6', 'G7', 'C', 'Dm7', 'Dm9', 'G13', 'G13alterb9', 'C', 'Dm7', 'Dm7/C', 'B/o7', 'E7', 'Am', 'Am6', 'Am', 'Am7', 'Am', 'Am/G', 'F#/o7', 'F6', 'Dm7', 'G13', 'G13alterb9', 'Am', 'Gm7', 'C7', 'F', 'B-9', 'C', 'Am7', 'Dm7', 'G7', 'G7addb9', 'C', 'Fm6', 'C6']",22
Whimsical,Em7 A7 Dm7 G7 C Cdim Dm7 G7 Em7 A7 Dm7 G7 C Cdim Dm7 G7 C Bm7 E7 Em7 A7 Dm7 G7 C A7 D7 G7 C A7 D7 G7 C E7 A7 Dm7 G7 C6 C#dim Dm7 G7 Em7 A7 Dm7 G7 C Cdim Dm7 G7 Em7 A7 Dm7 G7 C Cdim Dm7 G7 C Bm7 E7 Em7 A7 Dm7 G7 C A7 D7 G7 C A7 D7 G7 C E7 A7 Dm7 G7 C6 C#dim Dm7 G7 Em7 A7 Dm7 G7 C Cdim Dm7 G7 Em7 A7 Dm7 G7 C Cdim Dm7 G7 C Bm7 E7 Em7 A7 Dm7 G7 C A7 D7 G7 C A7 D7 G7 C E7 A7 Dm7 G7,"['Em7', 'A7', 'Dm7', 'G7', 'C', 'Cdim', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Cdim', 'Dm7', 'G7', 'C', 'Bm7', 'E7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'E7', 'A7', 'Dm7', 'G7', 'C6', 'C#dim', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Cdim', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Cdim', 'Dm7', 'G7', 'C', 'Bm7', 'E7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'E7', 'A7', 'Dm7', 'G7', 'C6', 'C#dim', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Cdim', 'Dm7', 'G7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'Cdim', 'Dm7', 'G7', 'C', 'Bm7', 'E7', 'Em7', 'A7', 'Dm7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'A7', 'D7', 'G7', 'C', 'E7', 'A7', 'Dm7', 'G7']",11
Whisper Not - Benny Golson,F Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 F#m7 Gm7 A7addb9 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 F#m7 Gm7 C7 B/o7 E7 D/F# E7/G# Am7 D7 F#/o7 B13alterb9 E/o7 A13alterb9 F Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 Em7/D B-7 A7 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 F#m7 Gm7 A7addb9 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 F#m7 Gm7 C7 B/o7 E7 D/F# E7/G# Am7 D7 F#/o7 B13alterb9 E/o7 A13alterb9 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 Em7/D B-7 A7 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 F#m7 Gm7 A7addb9 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 F#m7 Gm7 C7 B/o7 E7 D/F# E7/G# Am7 D7 F#/o7 B13alterb9 E/o7 A13alterb9 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 Em7/D B-7 A7 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7 Em7 Em7/D F#/o7 B7 Em7 F#m7 Gm7 Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7 Em7 Em7/D F#/o7 B7 Em7 F#m7 Gm7 C7 B/o7 E7 D/F# E7/G# Am7 D7 F#/o7 B13alterb9 E/o7 A13alterb9 F Dm Dm7/C B/o7 E7addb9 Am Am7/G F#/o7 B7addb9 Em7 Em7/D F#/o7 B7addb9 Em7 Em7/D A/C# Cm6 G/B B-13 Am7 B7addb9 Am7 Em9 G,"['F', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'F#m7', 'Gm7', 'A7addb9', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'F#m7', 'Gm7', 'C7', 'B/o7', 'E7', 'D/F#', 'E7/G#', 'Am7', 'D7', 'F#/o7', 'B13alterb9', 'E/o7', 'A13alterb9', 'F', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'B-7', 'A7', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'F#m7', 'Gm7', 'A7addb9', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'F#m7', 'Gm7', 'C7', 'B/o7', 'E7', 'D/F#', 'E7/G#', 'Am7', 'D7', 'F#/o7', 'B13alterb9', 'E/o7', 'A13alterb9', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'B-7', 'A7', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'F#m7', 'Gm7', 'A7addb9', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'F#m7', 'Gm7', 'C7', 'B/o7', 'E7', 'D/F#', 'E7/G#', 'Am7', 'D7', 'F#/o7', 'B13alterb9', 'E/o7', 'A13alterb9', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'B-7', 'A7', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7', 'Em7', 'Em7/D', 'F#/o7', 'B7', 'Em7', 'F#m7', 'Gm7', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7', 'Em7', 'Em7/D', 'F#/o7', 'B7', 'Em7', 'F#m7', 'Gm7', 'C7', 'B/o7', 'E7', 'D/F#', 'E7/G#', 'Am7', 'D7', 'F#/o7', 'B13alterb9', 'E/o7', 'A13alterb9', 'F', 'Dm', 'Dm7/C', 'B/o7', 'E7addb9', 'Am', 'Am7/G', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'F#/o7', 'B7addb9', 'Em7', 'Em7/D', 'A/C#', 'Cm6', 'G/B', 'B-13', 'Am7', 'B7addb9', 'Am7', 'Em9', 'G']",32
Whispering Grass,C Em F Fm C Am Dm7 G7 C Gdim Dm7 G7 C Em F Fm C Am Dm7 G7 C D7 G7 C Am F G C Dm7 G7 Am7 E7 Am7 D7 Dm7 Gdim Dm7 G7 C Em F Fm C Am Dm7 G7 C,"['C', 'Em', 'F', 'Fm', 'C', 'Am', 'Dm7', 'G7', 'C', 'Gdim', 'Dm7', 'G7', 'C', 'Em', 'F', 'Fm', 'C', 'Am', 'Dm7', 'G7', 'C', 'D7', 'G7', 'C', 'Am', 'F', 'G', 'C', 'Dm7', 'G7', 'Am7', 'E7', 'Am7', 'D7', 'Dm7', 'Gdim', 'Dm7', 'G7', 'C', 'Em', 'F', 'Fm', 'C', 'Am', 'Dm7', 'G7', 'C']",12
Whispering,F6/C F#dim C7 F6 A-dim C7alter#3 F F#dim C7 F6 C7 F F#dim C7 F F7alterb5 E7alter#5 Am F7/D E7alter#5 Am Am/G Am/F# C/G D-dim G9 C7 B-6/D E-7 C7/E F E/F Fdim F F7 E7 E-7/D- D7alter#5 D7 G9 C7/D B-/D E-7 C7/E F F/A A-dim Gm7 C7 Gm7 C+ F E/F Fdim F F7 E7 E-7/D- D7alter#5 D7 G9 C7/D B-/D E-7 C7/E Gm/B- D/A Gm7 F#sus/B Gm/B- E-9 F A-dim Gm7 C7 C+,"['F6/C', 'F#dim', 'C7', 'F6', 'A-dim', 'C7alter#3', 'F', 'F#dim', 'C7', 'F6', 'C7', 'F', 'F#dim', 'C7', 'F', 'F7alterb5', 'E7alter#5', 'Am', 'F7/D', 'E7alter#5', 'Am', 'Am/G', 'Am/F#', 'C/G', 'D-dim', 'G9', 'C7', 'B-6/D', 'E-7', 'C7/E', 'F', 'E/F', 'Fdim', 'F', 'F7', 'E7', 'E-7/D-', 'D7alter#5', 'D7', 'G9', 'C7/D', 'B-/D', 'E-7', 'C7/E', 'F', 'F/A', 'A-dim', 'Gm7', 'C7', 'Gm7', 'C+', 'F', 'E/F', 'Fdim', 'F', 'F7', 'E7', 'E-7/D-', 'D7alter#5', 'D7', 'G9', 'C7/D', 'B-/D', 'E-7', 'C7/E', 'Gm/B-', 'D/A', 'Gm7', 'F#sus/B', 'Gm/B-', 'E-9', 'F', 'A-dim', 'Gm7', 'C7', 'C+']",35
White Cliffs Of Dover,C Am Em C7 F F#dim C/G Am7 Dm Fm6 G9 G7 C Am Dm7 G7 C Am Em C7 F F#dim C/G Am7 Dm Fm6 G9 G7 C F C C7 F F+ F6 F#dim C Cmaj7 C7 F Dm Am Am7 D7 Dm7 G7 C Am Em C7 F F#dim C/G Am7 Dm Fm6 G9 G7 C Am Dm7 G7,"['C', 'Am', 'Em', 'C7', 'F', 'F#dim', 'C/G', 'Am7', 'Dm', 'Fm6', 'G9', 'G7', 'C', 'Am', 'Dm7', 'G7', 'C', 'Am', 'Em', 'C7', 'F', 'F#dim', 'C/G', 'Am7', 'Dm', 'Fm6', 'G9', 'G7', 'C', 'F', 'C', 'C7', 'F', 'F+', 'F6', 'F#dim', 'C', 'Cmaj7', 'C7', 'F', 'Dm', 'Am', 'Am7', 'D7', 'Dm7', 'G7', 'C', 'Am', 'Em', 'C7', 'F', 'F#dim', 'C/G', 'Am7', 'Dm', 'Fm6', 'G9', 'G7', 'C', 'Am', 'Dm7', 'G7']",17
White Cockade,F C7 F Am Dm Gm C7 F C7 F Am Dm Gm C7 F Gm F Am Dm Gm C7 F Gm F Am Dm Gm C7 F,"['F', 'C7', 'F', 'Am', 'Dm', 'Gm', 'C7', 'F', 'C7', 'F', 'Am', 'Dm', 'Gm', 'C7', 'F', 'Gm', 'F', 'Am', 'Dm', 'Gm', 'C7', 'F', 'Gm', 'F', 'Am', 'Dm', 'Gm', 'C7', 'F']",5
Who Are You,FM9 E-9 FM13 E-9 FM9 E-9 Fmaj7 B-maj7 Am7 Fmaj7 E7alter#5 FM13 E-9 Fmaj7 E-9 Fmaj7 F6add9 Gm7 C7 Am11 D7 Gm7 C7 FM9 E-9 D9 E-9 D9 C#9 C9 Am7 D9 D7addb9 Gm9 C7alter#5 FM9 Cm7 Fmaj7 Cm7 Fmaj7 B-9 F F7 B-7 Bdim F/C D13 Gm9 C9 Am7 D13alterb9 D7alter#5 Gm11 Am7 B-M9 C7alter#5addb9 FM9 Cm7 Fmaj7 B-9 F F7 B-7 Bdim F/C D13 Gm9 C9 Am7 D13alterb9 D7alter#5 Gm11 Am7 B-M9 C7 E/o7 A7 C#dim Dm C#dim Cm6 Bdim B-m6 Bdim C9 F#9 Fmaj7 B-9 F F7 B-7 Bdim F/C D13 Gm9 C9 Am7 D13alterb9 D7alter#5 Gm11 Am7 B-maj7 C9alter#3 C7alter#5 FM9 Cm7 FM9 Cm7 FM9 Cm7,"['FM9', 'E-9', 'FM13', 'E-9', 'FM9', 'E-9', 'Fmaj7', 'B-maj7', 'Am7', 'Fmaj7', 'E7alter#5', 'FM13', 'E-9', 'Fmaj7', 'E-9', 'Fmaj7', 'F6add9', 'Gm7', 'C7', 'Am11', 'D7', 'Gm7', 'C7', 'FM9', 'E-9', 'D9', 'E-9', 'D9', 'C#9', 'C9', 'Am7', 'D9', 'D7addb9', 'Gm9', 'C7alter#5', 'FM9', 'Cm7', 'Fmaj7', 'Cm7', 'Fmaj7', 'B-9', 'F', 'F7', 'B-7', 'Bdim', 'F/C', 'D13', 'Gm9', 'C9', 'Am7', 'D13alterb9', 'D7alter#5', 'Gm11', 'Am7', 'B-M9', 'C7alter#5addb9', 'FM9', 'Cm7', 'Fmaj7', 'B-9', 'F', 'F7', 'B-7', 'Bdim', 'F/C', 'D13', 'Gm9', 'C9', 'Am7', 'D13alterb9', 'D7alter#5', 'Gm11', 'Am7', 'B-M9', 'C7', 'E/o7', 'A7', 'C#dim', 'Dm', 'C#dim', 'Cm6', 'Bdim', 'B-m6', 'Bdim', 'C9', 'F#9', 'Fmaj7', 'B-9', 'F', 'F7', 'B-7', 'Bdim', 'F/C', 'D13', 'Gm9', 'C9', 'Am7', 'D13alterb9', 'D7alter#5', 'Gm11', 'Am7', 'B-maj7', 'C9alter#3', 'C7alter#5', 'FM9', 'Cm7', 'FM9', 'Cm7', 'FM9', 'Cm7']",39
Who Can I Turn To,F C/E Dm9 G13alterb9 C Dm9 G13alterb9 CM9 F13 Em7 A7addb9 Dm A-7alterb5 G7alter#3 G7 Cmaj7 Dm9 Em7 Fmaj7 Gm7 A-13 Gm7 C9alter#3 Fmaj7 Em7 Am7 Fmaj7 Em7 A7 Dm7 Dm7/C B-7alter#3 B-7 G7alter#3 G7 Cmaj7 F13 Em7 A7addb9 Dm7 A-7alterb5 G7alter#3 G7 Cmaj7 Dm7 E-m9 Em7 Fmaj7 F#m7 Gm7 A-13 Gm7 C7alter#3 Fmaj7 B/o7 E7 Am9 AmM7 Am7 F C/E Dm9 G13alterb9 C Dm9 G13alterb9,"['F', 'C/E', 'Dm9', 'G13alterb9', 'C', 'Dm9', 'G13alterb9', 'CM9', 'F13', 'Em7', 'A7addb9', 'Dm', 'A-7alterb5', 'G7alter#3', 'G7', 'Cmaj7', 'Dm9', 'Em7', 'Fmaj7', 'Gm7', 'A-13', 'Gm7', 'C9alter#3', 'Fmaj7', 'Em7', 'Am7', 'Fmaj7', 'Em7', 'A7', 'Dm7', 'Dm7/C', 'B-7alter#3', 'B-7', 'G7alter#3', 'G7', 'Cmaj7', 'F13', 'Em7', 'A7addb9', 'Dm7', 'A-7alterb5', 'G7alter#3', 'G7', 'Cmaj7', 'Dm7', 'E-m9', 'Em7', 'Fmaj7', 'F#m7', 'Gm7', 'A-13', 'Gm7', 'C7alter#3', 'Fmaj7', 'B/o7', 'E7', 'Am9', 'AmM7', 'Am7', 'F', 'C/E', 'Dm9', 'G13alterb9', 'C', 'Dm9', 'G13alterb9']",31
Who Played Poker With Pocahontas,Am B7 Em B7 G7 Dm7 G7 C C7 F A7 Dm Am D7 G C F C G7 C F C G7 C F Em6 A7 D7 G7 D7 G7 C D7 G7 C F G#dim Gdim Dm A7 Dm Am Em Am B7 Em G7 C F C G7 C F C A7 D7 G7 C,"['Am', 'B7', 'Em', 'B7', 'G7', 'Dm7', 'G7', 'C', 'C7', 'F', 'A7', 'Dm', 'Am', 'D7', 'G', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'G7', 'C', 'F', 'Em6', 'A7', 'D7', 'G7', 'D7', 'G7', 'C', 'D7', 'G7', 'C', 'F', 'G#dim', 'Gdim', 'Dm', 'A7', 'Dm', 'Am', 'Em', 'Am', 'B7', 'Em', 'G7', 'C', 'F', 'C', 'G7', 'C', 'F', 'C', 'A7', 'D7', 'G7', 'C']",15
Who What Why,C F#dim/G G7 E-/C F#dim/G Ddim/G C F#dim/G G7 C C7 C F#dim/G G7 C C7 C F#dim/G C/G C6 F C Dm Em B/o7 C Dm C B/o7 C C7 C F#dim/G G7 C C7 C F#dim/G C/G F#/o7 Am6 B7addb9 Em B7/Caddb9 Em/G A7 Dm7 G7 C F#dim/G G7 C C7 C F#dim/G C/G C6 F C Dm Em B/o7 C Dm C B/o7 C F C Dm C/D Dm6 C Dm/C C B/o7 G9alter#3 Dm7 G7 C C6 C7/G G7 C G Dm C/D Dm6 C Dm/C C B/o7 G9alter#3 Dm7 G7,"['C', 'F#dim/G', 'G7', 'E-/C', 'F#dim/G', 'Ddim/G', 'C', 'F#dim/G', 'G7', 'C', 'C7', 'C', 'F#dim/G', 'G7', 'C', 'C7', 'C', 'F#dim/G', 'C/G', 'C6', 'F', 'C', 'Dm', 'Em', 'B/o7', 'C', 'Dm', 'C', 'B/o7', 'C', 'C7', 'C', 'F#dim/G', 'G7', 'C', 'C7', 'C', 'F#dim/G', 'C/G', 'F#/o7', 'Am6', 'B7addb9', 'Em', 'B7/Caddb9', 'Em/G', 'A7', 'Dm7', 'G7', 'C', 'F#dim/G', 'G7', 'C', 'C7', 'C', 'F#dim/G', 'C/G', 'C6', 'F', 'C', 'Dm', 'Em', 'B/o7', 'C', 'Dm', 'C', 'B/o7', 'C', 'F', 'C', 'Dm', 'C/D', 'Dm6', 'C', 'Dm/C', 'C', 'B/o7', 'G9alter#3', 'Dm7', 'G7', 'C', 'C6', 'C7/G', 'G7', 'C', 'G', 'Dm', 'C/D', 'Dm6', 'C', 'Dm/C', 'C', 'B/o7', 'G9alter#3', 'Dm7', 'G7']",25
Who's Sorry Now,F A7 D7 G7 C7 F C G7 C7 C7alter#5 F A7 D7 Gm D7 Gm B- B-m F D7 G7 C7 F B- F C7,"['F', 'A7', 'D7', 'G7', 'C7', 'F', 'C', 'G7', 'C7', 'C7alter#5', 'F', 'A7', 'D7', 'Gm', 'D7', 'Gm', 'B-', 'B-m', 'F', 'D7', 'G7', 'C7', 'F', 'B-', 'F', 'C7']",10
Who,C C7/E F6 G#7/F# C/G F#dim Fm C/E C Dm7 D#dim Em7 F F#dim Gm6 F#dim G7 Am7 A#dim G7/B C C#dim Dm7 G7 G7addb9 G9 G7add#9 G13 C#dim Dm7 G7 C Dm7 D#dim Em7 F F#dim Gm7 C9 F E E- D E- E F F#dim C Dm7 D#dim Em7 F F#dim Gm6 F#dim G7 Am7 A#dim G7/B C C#dim Dm7 G7 C C/B- Fmaj7/A G# C/G F#dim Dm/F C/E C/G C,"['C', 'C7/E', 'F6', 'G#7/F#', 'C/G', 'F#dim', 'Fm', 'C/E', 'C', 'Dm7', 'D#dim', 'Em7', 'F', 'F#dim', 'Gm6', 'F#dim', 'G7', 'Am7', 'A#dim', 'G7/B', 'C', 'C#dim', 'Dm7', 'G7', 'G7addb9', 'G9', 'G7add#9', 'G13', 'C#dim', 'Dm7', 'G7', 'C', 'Dm7', 'D#dim', 'Em7', 'F', 'F#dim', 'Gm7', 'C9', 'F', 'E', 'E-', 'D', 'E-', 'E', 'F', 'F#dim', 'C', 'Dm7', 'D#dim', 'Em7', 'F', 'F#dim', 'Gm6', 'F#dim', 'G7', 'Am7', 'A#dim', 'G7/B', 'C', 'C#dim', 'Dm7', 'G7', 'C', 'C/B-', 'Fmaj7/A', 'G#', 'C/G', 'F#dim', 'Dm/F', 'C/E', 'C/G', 'C']",31
