song_title,chord_progression,chord_list,num_unique
Samba Do Carioca,Gm7 C7 Gm7 C7 Gm7 C7 Cm7 F9 B-maj7 E-maj7 G7/D B-m6/D- G7/D Cm CmM7 Cm7 Cm6 Cmalter#5 Cm6 D7 Gm7 C7 Gm7 C7 Gm7 C7 Cm7 F9 B-maj7 E-maj7 G7/D B-m6/D- G7/D Cm CmM7 Cm7 Cm6 Cmalter#5 Dm7 Gm7,"['Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Cm7', 'F9', 'B-maj7', 'E-maj7', 'G7/D', 'B-m6/D-', 'G7/D', 'Cm', 'CmM7', 'Cm7', 'Cm6', 'Cmalter#5', 'Cm6', 'D7', 'Gm7', 'C7', 'Gm7', 'C7', 'Gm7', 'C7', 'Cm7', 'F9', 'B-maj7', 'E-maj7', 'G7/D', 'B-m6/D-', 'G7/D', 'Cm', 'CmM7', 'Cm7', 'Cm6', 'Cmalter#5', 'Dm7', 'Gm7']",14
Samba Em Preludio - Baden Powell,Em7 Em6 F#/o7 B7alter#5 Em7 Em7alter#5 Em7 B7 B7addb9 B Dm6 E7alter#5 Am9 C6 B7alter#5 Em7 G/D C#dim C6 B7alter#5 Em7 Em7alter#5 Em7 B7 B7addb9 B Dm6 E7alter#5 Am9 C6 B7alter#5 Em7 G/D G/o7 C7 F#/o7 B7alter#5 Em7 A/o7 D#dim Em G/D C6 B7 Dm6 E7alter#5 Am9 C6 B7alter#5 Em7 G/D C#dim G-/o7 B7alter#5 Em7 G/D C6 B7 Dm6 E7alter#5 Am9 C6 B7alter#5 Em7 G/D G/o7 C7 F#/o7 B7alter#5 Em7 G/D G/o7 C7 F#/o7 B7alter#5 Em7 A/o7 D#dim G/o7 C7 F#/o7 B7alter#5 Em7,"['Em7', 'Em6', 'F#/o7', 'B7alter#5', 'Em7', 'Em7alter#5', 'Em7', 'B7', 'B7addb9', 'B', 'Dm6', 'E7alter#5', 'Am9', 'C6', 'B7alter#5', 'Em7', 'G/D', 'C#dim', 'C6', 'B7alter#5', 'Em7', 'Em7alter#5', 'Em7', 'B7', 'B7addb9', 'B', 'Dm6', 'E7alter#5', 'Am9', 'C6', 'B7alter#5', 'Em7', 'G/D', 'G/o7', 'C7', 'F#/o7', 'B7alter#5', 'Em7', 'A/o7', 'D#dim', 'Em', 'G/D', 'C6', 'B7', 'Dm6', 'E7alter#5', 'Am9', 'C6', 'B7alter#5', 'Em7', 'G/D', 'C#dim', 'G-/o7', 'B7alter#5', 'Em7', 'G/D', 'C6', 'B7', 'Dm6', 'E7alter#5', 'Am9', 'C6', 'B7alter#5', 'Em7', 'G/D', 'G/o7', 'C7', 'F#/o7', 'B7alter#5', 'Em7', 'G/D', 'G/o7', 'C7', 'F#/o7', 'B7alter#5', 'Em7', 'A/o7', 'D#dim', 'G/o7', 'C7', 'F#/o7', 'B7alter#5', 'Em7']",20
Samba One,Dm9 G13 Dm9 G13 Dm7 G#7 G7 G13alter#3 G7 G7alter#3 CM9 Em7 A7 Dm7 G#7 G7 G7alter#3 G7 G7alter#3 Em7 A7 Dm7 G#7 G7 G13alter#3 G7 G7alter#3 CM9 Em7 A7 Dm7 G#7 G7 Dm/A G7/B C Dm7 G7 G7alter#3 G7 Em7 A7 A7alter#5 A9 A7alter#5 Dm7 G7 G13 G7 C Dm7 G7 G7alter#3 G7 Em7 A7 A7alter#5 A9 A7alter#5 Dm7 G7 G13 G7 C,"['Dm9', 'G13', 'Dm9', 'G13', 'Dm7', 'G#7', 'G7', 'G13alter#3', 'G7', 'G7alter#3', 'CM9', 'Em7', 'A7', 'Dm7', 'G#7', 'G7', 'G7alter#3', 'G7', 'G7alter#3', 'Em7', 'A7', 'Dm7', 'G#7', 'G7', 'G13alter#3', 'G7', 'G7alter#3', 'CM9', 'Em7', 'A7', 'Dm7', 'G#7', 'G7', 'Dm/A', 'G7/B', 'C', 'Dm7', 'G7', 'G7alter#3', 'G7', 'Em7', 'A7', 'A7alter#5', 'A9', 'A7alter#5', 'Dm7', 'G7', 'G13', 'G7', 'C', 'Dm7', 'G7', 'G7alter#3', 'G7', 'Em7', 'A7', 'A7alter#5', 'A9', 'A7alter#5', 'Dm7', 'G7', 'G13', 'G7', 'C']",15
Samba Preludio,Em C/E D#dim Ddim E7addb13 Am Am/G F#/o7 B7addb9 Em Em/D C#dim Am6/C B7addb13 Em C/E D#dim Ddim E7addb13 Am Am/G F#/o7 B7addb9 Em Em/D C7 F#/o7 B7 Em B7 Em F#/o7 F#dim Fdim E7addb13 Am Am/G F#/o7 F#dim F#dim/E Em7 C#dim Am/C B7 Em F#/o7 F#dim Fdim E7addb13 Am Am/G F#/o7 F#dim F#dim/E Em7 C7 F#/o7 B7 Em B7,"['Em', 'C/E', 'D#dim', 'Ddim', 'E7addb13', 'Am', 'Am/G', 'F#/o7', 'B7addb9', 'Em', 'Em/D', 'C#dim', 'Am6/C', 'B7addb13', 'Em', 'C/E', 'D#dim', 'Ddim', 'E7addb13', 'Am', 'Am/G', 'F#/o7', 'B7addb9', 'Em', 'Em/D', 'C7', 'F#/o7', 'B7', 'Em', 'B7', 'Em', 'F#/o7', 'F#dim', 'Fdim', 'E7addb13', 'Am', 'Am/G', 'F#/o7', 'F#dim', 'F#dim/E', 'Em7', 'C#dim', 'Am/C', 'B7', 'Em', 'F#/o7', 'F#dim', 'Fdim', 'E7addb13', 'Am', 'Am/G', 'F#/o7', 'F#dim', 'F#dim/E', 'Em7', 'C7', 'F#/o7', 'B7', 'Em', 'B7']",20
Samba Torto,Dm7 G7 Dm7 G7 Dm7 G7 Dm7 G7 Em7 A7 Em7 A7 Em7 A7 Em7 A7 Dm7 E7addb9 Am7 D9 Am7 D9 Dm7 G13 Dm7 G7 Dm7 G7 Dm7 G7 Dm7 G7 Em7 A7 Em7 A7 Em7 A7 Em7 A7 Dm7 E7addb9 Am7 D9 Dm7 G7 Dm7 G7 Em7 A7 Em7 A7 Dm7 G7 Dm7 G7 Dm7 G7 C6add9,"['Dm7', 'G7', 'Dm7', 'G7', 'Dm7', 'G7', 'Dm7', 'G7', 'Em7', 'A7', 'Em7', 'A7', 'Em7', 'A7', 'Em7', 'A7', 'Dm7', 'E7addb9', 'Am7', 'D9', 'Am7', 'D9', 'Dm7', 'G13', 'Dm7', 'G7', 'Dm7', 'G7', 'Dm7', 'G7', 'Dm7', 'G7', 'Em7', 'A7', 'Em7', 'A7', 'Em7', 'A7', 'Em7', 'A7', 'Dm7', 'E7addb9', 'Am7', 'D9', 'Dm7', 'G7', 'Dm7', 'G7', 'Em7', 'A7', 'Em7', 'A7', 'Dm7', 'G7', 'Dm7', 'G7', 'Dm7', 'G7', 'C6add9']",9
Sampa,Dm9 A-7 G7 Cmaj7/G G7alter#3 Cmaj7 B/o7 E7 Am7 AmM7 Gm7 C7 Fmaj7 A7 Dm DmM7 Dm7 Dm6 G7 G#dim Am7 D7 Dm7 G7 C6 C7 Fmaj7 F#dim C A7 Dm7 G7 E13 E7addb13 A9 A7addb9 Dm7 A-7 G7 C6 Gsus G9,"['Dm9', 'A-7', 'G7', 'Cmaj7/G', 'G7alter#3', 'Cmaj7', 'B/o7', 'E7', 'Am7', 'AmM7', 'Gm7', 'C7', 'Fmaj7', 'A7', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'G7', 'G#dim', 'Am7', 'D7', 'Dm7', 'G7', 'C6', 'C7', 'Fmaj7', 'F#dim', 'C', 'A7', 'Dm7', 'G7', 'E13', 'E7addb13', 'A9', 'A7addb9', 'Dm7', 'A-7', 'G7', 'C6', 'Gsus', 'G9']",29
Sauvito [Sauvitt] - Skatalites - Pacheco & Suarez,Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7 Em Am Dm G7,"['Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7', 'Em', 'Am', 'Dm', 'G7']",4
Se Todos Fossem Iguais A Você,Gmaj7 A9/G Gmaj7 A9/G F#/o7 B13 B7addb13 E7alter#3 E7addb9 E7/A Am7/E Cm7 F7 B-maj7 B/o7 E7 Amaj7 B-dim Bm7 G7addb13 Cmaj7 B/o7 E7 AmM7 D7/A GmM7 C7/G Fmaj7 E/o7 A7 Dm DmM7 Dm7 Dm6 G13 C6 F#/o7 B7addb9 Em9 Cm6 Gm9 G7 C7alter#3 C7addb9 F/C E/C Am/C C7alter#3 C9 Fmaj7 E/o7 A7 Fmaj7 F#/o7 Fm6 C/E E-7alter#3 E-13 D9 Dm7 G7 Gm7 C7 F#/o7 Fm6 C/E E-7alter#3 E-13 D9 Dm7 G7 C6 G7alter#3 Cmaj7 B/o7 E7 AmM7 D7/A GmM7 C7/G Fmaj7 E/o7 A7 Dm DmM7 Dm7 Dm6 G13 C6 F#/o7 B7addb9 Em9 Cm6 Gm9 G7 C7alter#3 C7addb9 F/C E/C Am/C C7alter#3 C9 Fmaj7 E/o7 A7 Fmaj7 F#/o7 Fm6 C/E E-7alter#3 E-13 D9 Dm7 G7 Gm7 C7 F#/o7 Fm6 C/E E-7alter#3 E-13 D9 Dm7 G7 A-/G- B-7/F F#/E A-7/E- D7alterb5addb9 A-7/E- Cmaj7,"['Gmaj7', 'A9/G', 'Gmaj7', 'A9/G', 'F#/o7', 'B13', 'B7addb13', 'E7alter#3', 'E7addb9', 'E7/A', 'Am7/E', 'Cm7', 'F7', 'B-maj7', 'B/o7', 'E7', 'Amaj7', 'B-dim', 'Bm7', 'G7addb13', 'Cmaj7', 'B/o7', 'E7', 'AmM7', 'D7/A', 'GmM7', 'C7/G', 'Fmaj7', 'E/o7', 'A7', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'G13', 'C6', 'F#/o7', 'B7addb9', 'Em9', 'Cm6', 'Gm9', 'G7', 'C7alter#3', 'C7addb9', 'F/C', 'E/C', 'Am/C', 'C7alter#3', 'C9', 'Fmaj7', 'E/o7', 'A7', 'Fmaj7', 'F#/o7', 'Fm6', 'C/E', 'E-7alter#3', 'E-13', 'D9', 'Dm7', 'G7', 'Gm7', 'C7', 'F#/o7', 'Fm6', 'C/E', 'E-7alter#3', 'E-13', 'D9', 'Dm7', 'G7', 'C6', 'G7alter#3', 'Cmaj7', 'B/o7', 'E7', 'AmM7', 'D7/A', 'GmM7', 'C7/G', 'Fmaj7', 'E/o7', 'A7', 'Dm', 'DmM7', 'Dm7', 'Dm6', 'G13', 'C6', 'F#/o7', 'B7addb9', 'Em9', 'Cm6', 'Gm9', 'G7', 'C7alter#3', 'C7addb9', 'F/C', 'E/C', 'Am/C', 'C7alter#3', 'C9', 'Fmaj7', 'E/o7', 'A7', 'Fmaj7', 'F#/o7', 'Fm6', 'C/E', 'E-7alter#3', 'E-13', 'D9', 'Dm7', 'G7', 'Gm7', 'C7', 'F#/o7', 'Fm6', 'C/E', 'E-7alter#3', 'E-13', 'D9', 'Dm7', 'G7', 'A-/G-', 'B-7/F', 'F#/E', 'A-7/E-', 'D7alterb5addb9', 'A-7/E-', 'Cmaj7']",56
Se é Tarde Me Perdoa,Fmaj7 B-9 Fmaj7 B-9 Fmaj7 A7addb13 B-maj7 Am7 D7addb9 Gm7 A7alterb5 Dm7 G7 C9alter#3 C7addb9 Fmaj7 B-9 Fmaj7 B-9 Fmaj7 A7addb13 B-maj7 Am7 D7addb9 Gm7 B-m6 Am7 A-m7 Gm7 C7addb9 F6,"['Fmaj7', 'B-9', 'Fmaj7', 'B-9', 'Fmaj7', 'A7addb13', 'B-maj7', 'Am7', 'D7addb9', 'Gm7', 'A7alterb5', 'Dm7', 'G7', 'C9alter#3', 'C7addb9', 'Fmaj7', 'B-9', 'Fmaj7', 'B-9', 'Fmaj7', 'A7addb13', 'B-maj7', 'Am7', 'D7addb9', 'Gm7', 'B-m6', 'Am7', 'A-m7', 'Gm7', 'C7addb9', 'F6']",15
Segredo - Paulo Silva,C G/B Am7 D/o7/A- C/G D/F# Dm7 G7 C G/B Am7 D/o7/A- C/G C/B- F/A D9 G7 C G/B Am7 D/o7/A- C/G D/F# Dm7 G7 C G/B Am7 D/o7/A- C/G C/B- F/A D9 G7 C G/B Am7 D/o7/A- C/G D/F# Dm7 G7 C G/B Am7 D/o7/A- C/G C/B- F/A D9 G7 C G/B Am7 D/o7/A- C/G D7alter#3 G7 C7 F6 Dm7 C Am7 Dm7 G7 D/F# G7 F6 Dm7 C Am7 Dm7 G7 C,"['C', 'G/B', 'Am7', 'D/o7/A-', 'C/G', 'D/F#', 'Dm7', 'G7', 'C', 'G/B', 'Am7', 'D/o7/A-', 'C/G', 'C/B-', 'F/A', 'D9', 'G7', 'C', 'G/B', 'Am7', 'D/o7/A-', 'C/G', 'D/F#', 'Dm7', 'G7', 'C', 'G/B', 'Am7', 'D/o7/A-', 'C/G', 'C/B-', 'F/A', 'D9', 'G7', 'C', 'G/B', 'Am7', 'D/o7/A-', 'C/G', 'D/F#', 'Dm7', 'G7', 'C', 'G/B', 'Am7', 'D/o7/A-', 'C/G', 'C/B-', 'F/A', 'D9', 'G7', 'C', 'G/B', 'Am7', 'D/o7/A-', 'C/G', 'D7alter#3', 'G7', 'C7', 'F6', 'Dm7', 'C', 'Am7', 'Dm7', 'G7', 'D/F#', 'G7', 'F6', 'Dm7', 'C', 'Am7', 'Dm7', 'G7', 'C']",14
Sem Mais Adeus,Am7 D9 Bm9 E7addb9 Gm9 C13 C7addb13 FM9 F6add9 B/o7 E7alter#3addb9 E7addb9 AmM7 Am9 Am/G F#/o7 B7alterb5addb9 Dm6/F E7alter#3addb9 E/D AmM7/C D9 Bm11 E13alterb9alterb13 Gm9 C13 C7addb13 FM9 F6 F#/o7 F7add#11 Am7/E F/E- Dm6 E7addb9 A13alter#3 A7addb13 F#/o7 F7add#11 Am7/E F/E- Dm6 E7addb9 Am9,"['Am7', 'D9', 'Bm9', 'E7addb9', 'Gm9', 'C13', 'C7addb13', 'FM9', 'F6add9', 'B/o7', 'E7alter#3addb9', 'E7addb9', 'AmM7', 'Am9', 'Am/G', 'F#/o7', 'B7alterb5addb9', 'Dm6/F', 'E7alter#3addb9', 'E/D', 'AmM7/C', 'D9', 'Bm11', 'E13alterb9alterb13', 'Gm9', 'C13', 'C7addb13', 'FM9', 'F6', 'F#/o7', 'F7add#11', 'Am7/E', 'F/E-', 'Dm6', 'E7addb9', 'A13alter#3', 'A7addb13', 'F#/o7', 'F7add#11', 'Am7/E', 'F/E-', 'Dm6', 'E7addb9', 'Am9']",28
Shaker Song,C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 B-6add9 C6 Fmaj7 F6 B-/C C9 Fmaj7 F6 B-/C C9 Fmaj7 F6 B-/C C9 Fmaj7 F6 B-/C B- Fmaj7 B-maj7 Fmaj7 B-maj7 Fmaj7 B-maj7 Fmaj7 B-maj7 D-maj7/E A-maj7 C-maj7/D- G-maj7 D-maj7/E A-maj7 C9alter#3 Fmaj7 B-maj7 Fmaj7 B-maj7 Fmaj7 B-maj7 Fmaj7 B-maj7 D-maj7/E A-maj7 C-maj7/D- G-maj7 D-maj7/E A-maj7 C9alter#3 B-maj7 A7add#9 Dm7 Cm7 F9alter#3 B-maj7 C9alter#3 F7 F13alter#3 F9 B-maj7 A7add#9 Dm7 Cm7 F9alter#3 B-maj7 C9alter#3,"['C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'B-6add9', 'C6', 'Fmaj7', 'F6', 'B-/C', 'C9', 'Fmaj7', 'F6', 'B-/C', 'C9', 'Fmaj7', 'F6', 'B-/C', 'C9', 'Fmaj7', 'F6', 'B-/C', 'B-', 'Fmaj7', 'B-maj7', 'Fmaj7', 'B-maj7', 'Fmaj7', 'B-maj7', 'Fmaj7', 'B-maj7', 'D-maj7/E', 'A-maj7', 'C-maj7/D-', 'G-maj7', 'D-maj7/E', 'A-maj7', 'C9alter#3', 'Fmaj7', 'B-maj7', 'Fmaj7', 'B-maj7', 'Fmaj7', 'B-maj7', 'Fmaj7', 'B-maj7', 'D-maj7/E', 'A-maj7', 'C-maj7/D-', 'G-maj7', 'D-maj7/E', 'A-maj7', 'C9alter#3', 'B-maj7', 'A7add#9', 'Dm7', 'Cm7', 'F9alter#3', 'B-maj7', 'C9alter#3', 'F7', 'F13alter#3', 'F9', 'B-maj7', 'A7add#9', 'Dm7', 'Cm7', 'F9alter#3', 'B-maj7', 'C9alter#3']",20
Si Dios Me Quita La Vida,E#maj7 F#dim Em7 A7 Dm7 G7 B# Am7 Dm7 G7 B# Em7 B7 Em7 A7 Dm7 B7addb9 B# A#7 A7 Dm7 B7addb9 B# Am7 D7 Dm7 G7 Dm7 G7 B# Em7 B7 Em7 A7 Dm7 B7addb9 B# A#7 A7 Dm7 B7addb9 B# Am7 Dm7 G7 B# E7 Am7 D7 Dm7 G7 B# Em7 B7 Em7 A7 Dm7 B7addb9 B# A#7 A7 Dm7 B7addb9 B# Am7 Dm7 G7 B# E7 Am7 D7 Dm7 G7 B# Em7 B7 Em7 A7 Dm7 B7addb9 B# A#7 A7 Dm7 B7addb9 B# Am7 Dm7 G7 B# E#maj7 F#dim Em7 A7 Dm7 G7 B#,"['E#maj7', 'F#dim', 'Em7', 'A7', 'Dm7', 'G7', 'B#', 'Am7', 'Dm7', 'G7', 'B#', 'Em7', 'B7', 'Em7', 'A7', 'Dm7', 'B7addb9', 'B#', 'A#7', 'A7', 'Dm7', 'B7addb9', 'B#', 'Am7', 'D7', 'Dm7', 'G7', 'Dm7', 'G7', 'B#', 'Em7', 'B7', 'Em7', 'A7', 'Dm7', 'B7addb9', 'B#', 'A#7', 'A7', 'Dm7', 'B7addb9', 'B#', 'Am7', 'Dm7', 'G7', 'B#', 'E7', 'Am7', 'D7', 'Dm7', 'G7', 'B#', 'Em7', 'B7', 'Em7', 'A7', 'Dm7', 'B7addb9', 'B#', 'A#7', 'A7', 'Dm7', 'B7addb9', 'B#', 'Am7', 'Dm7', 'G7', 'B#', 'E7', 'Am7', 'D7', 'Dm7', 'G7', 'B#', 'Em7', 'B7', 'Em7', 'A7', 'Dm7', 'B7addb9', 'B#', 'A#7', 'A7', 'Dm7', 'B7addb9', 'B#', 'Am7', 'Dm7', 'G7', 'B#', 'E#maj7', 'F#dim', 'Em7', 'A7', 'Dm7', 'G7', 'B#']",13
Siboney,Cm7/G Cm6 D/o7 G7 Cm6 D/o7 G7alter#5 Cm Fm6 Cm Fm6 Cm G7 Cm Fm6 Cm Fm6 Cm G7 Cm G7 A-7 G7 A-7 G7 A-7 G7 Cm Fm6 Cm Fm6 Cm G7 C Cmaj7 C6/E E-dim Dm7 G7 Dm7 DmM7 Dm7 G7 C Cmaj7 C6/E E-dim Dm7 G7 Dm7 DmM7 Dm7 G7 C Fm6 Cm Fm6 Cm G7 Cm Fm G7 Cm,"['Cm7/G', 'Cm6', 'D/o7', 'G7', 'Cm6', 'D/o7', 'G7alter#5', 'Cm', 'Fm6', 'Cm', 'Fm6', 'Cm', 'G7', 'Cm', 'Fm6', 'Cm', 'Fm6', 'Cm', 'G7', 'Cm', 'G7', 'A-7', 'G7', 'A-7', 'G7', 'A-7', 'G7', 'Cm', 'Fm6', 'Cm', 'Fm6', 'Cm', 'G7', 'C', 'Cmaj7', 'C6/E', 'E-dim', 'Dm7', 'G7', 'Dm7', 'DmM7', 'Dm7', 'G7', 'C', 'Cmaj7', 'C6/E', 'E-dim', 'Dm7', 'G7', 'Dm7', 'DmM7', 'Dm7', 'G7', 'C', 'Fm6', 'Cm', 'Fm6', 'Cm', 'G7', 'Cm', 'Fm', 'G7', 'Cm']",15
So Many Stars,Fmaj7 C9 Fmaj7 C9 B-maj7 C9 Cm7 F7addb9 F9 B- E-9 Am F Am6 Am7 Am Am7 D7addb9 B-maj7 C9 Fmaj7 F6 B-maj7 C9 Cm7 F7addb9 F9 B- E-9 Am F Am6 Am7 Am Am7 D7addb9 B-maj7 C9 Fmaj7 F6 Bm7 B-9 Am7 D7alter#5 Gm7 C7alter#5 A7 A7alter#5 D9 D7addb9 B-maj7 C7addb9 Am7 D7alter#5 B-maj7 C7addb9 Fmaj7 F6 Bm7 B-9 Am7 D7alter#5 Bm7 C7alter#5 A7 A7alter#5 D9 D7addb9 B-maj7 C7addb9 Am7 D7alter#5 B-maj7 C7addb9 Fmaj7 C9 Fmaj7 C9,"['Fmaj7', 'C9', 'Fmaj7', 'C9', 'B-maj7', 'C9', 'Cm7', 'F7addb9', 'F9', 'B-', 'E-9', 'Am', 'F', 'Am6', 'Am7', 'Am', 'Am7', 'D7addb9', 'B-maj7', 'C9', 'Fmaj7', 'F6', 'B-maj7', 'C9', 'Cm7', 'F7addb9', 'F9', 'B-', 'E-9', 'Am', 'F', 'Am6', 'Am7', 'Am', 'Am7', 'D7addb9', 'B-maj7', 'C9', 'Fmaj7', 'F6', 'Bm7', 'B-9', 'Am7', 'D7alter#5', 'Gm7', 'C7alter#5', 'A7', 'A7alter#5', 'D9', 'D7addb9', 'B-maj7', 'C7addb9', 'Am7', 'D7alter#5', 'B-maj7', 'C7addb9', 'Fmaj7', 'F6', 'Bm7', 'B-9', 'Am7', 'D7alter#5', 'Bm7', 'C7alter#5', 'A7', 'A7alter#5', 'D9', 'D7addb9', 'B-maj7', 'C7addb9', 'Am7', 'D7alter#5', 'B-maj7', 'C7addb9', 'Fmaj7', 'C9', 'Fmaj7', 'C9']",23
Somebody Bad Stole De Wedding Bell,C G7 C F G7 F G7 C G7 C F G7 Dm7 G7 C G7 C F G7 Dm7 G7 C,"['C', 'G7', 'C', 'F', 'G7', 'F', 'G7', 'C', 'G7', 'C', 'F', 'G7', 'Dm7', 'G7', 'C', 'G7', 'C', 'F', 'G7', 'Dm7', 'G7', 'C']",4
Sorrento,Cm Fm Cm A- Fm6 Cm Fm6 G7 C Dm7 G7 C Am Dm G7 C Dm7 E7 Am A- Fm6 C Fm6 G7 C Dm7 G7 C Fm Cm G7 Cm,"['Cm', 'Fm', 'Cm', 'A-', 'Fm6', 'Cm', 'Fm6', 'G7', 'C', 'Dm7', 'G7', 'C', 'Am', 'Dm', 'G7', 'C', 'Dm7', 'E7', 'Am', 'A-', 'Fm6', 'C', 'Fm6', 'G7', 'C', 'Dm7', 'G7', 'C', 'Fm', 'Cm', 'G7', 'Cm']",10
Spanish Eyes,Cmaj7/G Dm7 Em7 Dm7 D-9 C Cmaj7 C6 C Em7 E-dim Dm7 G7 Dm DmM7 Dm7 G7 Dm DmM7 G7 G7alter#5 Em7 E-dim Dm7 G9 C Cmaj7 C6 C Gm7 C7 F D/o7 B-9 Em7 A7addb9 Dm7 G7 C Dm7 D-13alterb5 C Cmaj7 C6 C Em7 E-dim Dm7 G7 Dm DmM7 Dm7 G7 Dm DmM7 G7 G7alter#5 Em7 E-dim Dm7 G9 C Cmaj7 C6 C Gm7 C7 F D/o7 B-9 Em7 A7addb9 Dm7 G7 C Dm7 D-13alterb5 C Cmaj7 C6 C Em7 E-dim Dm7 G7 Dm DmM7 Dm7 G7 Dm DmM7 G7 G7alter#5 Em7 E-dim Dm7 G9 C Cmaj7 C6 C Gm7 C7 F D/o7 B-9 Em7 A7addb9 Dm7 G7 C A7 Dm7 G7,"['Cmaj7/G', 'Dm7', 'Em7', 'Dm7', 'D-9', 'C', 'Cmaj7', 'C6', 'C', 'Em7', 'E-dim', 'Dm7', 'G7', 'Dm', 'DmM7', 'Dm7', 'G7', 'Dm', 'DmM7', 'G7', 'G7alter#5', 'Em7', 'E-dim', 'Dm7', 'G9', 'C', 'Cmaj7', 'C6', 'C', 'Gm7', 'C7', 'F', 'D/o7', 'B-9', 'Em7', 'A7addb9', 'Dm7', 'G7', 'C', 'Dm7', 'D-13alterb5', 'C', 'Cmaj7', 'C6', 'C', 'Em7', 'E-dim', 'Dm7', 'G7', 'Dm', 'DmM7', 'Dm7', 'G7', 'Dm', 'DmM7', 'G7', 'G7alter#5', 'Em7', 'E-dim', 'Dm7', 'G9', 'C', 'Cmaj7', 'C6', 'C', 'Gm7', 'C7', 'F', 'D/o7', 'B-9', 'Em7', 'A7addb9', 'Dm7', 'G7', 'C', 'Dm7', 'D-13alterb5', 'C', 'Cmaj7', 'C6', 'C', 'Em7', 'E-dim', 'Dm7', 'G7', 'Dm', 'DmM7', 'Dm7', 'G7', 'Dm', 'DmM7', 'G7', 'G7alter#5', 'Em7', 'E-dim', 'Dm7', 'G9', 'C', 'Cmaj7', 'C6', 'C', 'Gm7', 'C7', 'F', 'D/o7', 'B-9', 'Em7', 'A7addb9', 'Dm7', 'G7', 'C', 'A7', 'Dm7', 'G7']",21
Spanish Flea,F A7 D7 G7 C7 F B- E- A- D- G- C C7 F A7 D7 G7 C7 F B- E- A- D- G- C C7 F F7 B- B-7 E- A- A-7 D- C7 F A7 D7 G7 C7 F B- E- A- D- G- C C7 F F7,"['F', 'A7', 'D7', 'G7', 'C7', 'F', 'B-', 'E-', 'A-', 'D-', 'G-', 'C', 'C7', 'F', 'A7', 'D7', 'G7', 'C7', 'F', 'B-', 'E-', 'A-', 'D-', 'G-', 'C', 'C7', 'F', 'F7', 'B-', 'B-7', 'E-', 'A-', 'A-7', 'D-', 'C7', 'F', 'A7', 'D7', 'G7', 'C7', 'F', 'B-', 'E-', 'A-', 'D-', 'G-', 'C', 'C7', 'F', 'F7']",14
